url_length,hostname_length,num_dots,num_hyphens,num_subdomains,has_ip,has_at_symbol,has_double_slash,is_https,num_digits_domain,suspicious_words,domain_length,label
22,15,1,1,0,0,0,0,0,0,0,11,1
173,15,2,1,1,0,0,0,1,0,0,6,1
11,0,1,0,0,0,0,0,0,0,0,7,0
26,17,2,0,1,0,0,0,1,0,0,6,1
99,15,2,1,1,0,0,0,1,0,0,6,1
67,34,2,1,1,0,0,0,1,5,0,7,1
21,6,1,1,0,0,0,0,1,0,0,3,1
175,15,2,3,1,0,0,0,1,0,0,6,1
38,29,2,0,1,0,0,0,1,0,0,6,1
47,38,2,1,1,0,0,0,1,0,0,11,1
13,0,1,0,0,0,0,0,0,0,0,9,0
23,8,2,0,1,0,0,0,1,0,0,3,1
26,17,2,0,1,0,0,0,1,0,0,3,1
84,43,3,1,1,0,0,0,1,1,1,2,1
30,7,1,0,0,0,0,0,1,0,0,4,1
13,0,1,0,0,0,0,0,0,0,0,10,0
175,15,2,2,1,0,0,0,1,0,0,6,1
175,15,2,3,1,0,0,0,1,0,0,6,1
22,13,2,0,1,0,0,0,1,0,0,6,1
37,28,2,0,1,0,0,0,1,0,0,6,1
21,6,1,1,0,0,0,0,1,0,0,3,1
21,6,1,1,0,0,0,0,1,0,0,3,1
178,15,3,2,1,0,0,0,1,0,0,6,1
41,27,2,2,1,0,0,0,1,0,0,9,1
22,6,1,0,0,0,0,0,1,0,0,3,1
38,25,2,0,1,0,0,0,1,0,0,7,1
52,18,2,0,1,0,0,0,1,0,0,7,1
175,15,2,1,1,0,0,0,1,0,0,6,1
51,21,3,0,2,0,0,0,1,0,0,5,1
51,42,2,2,1,0,0,0,1,0,0,11,1
47,27,2,1,0,0,0,0,1,0,0,23,1
62,43,3,1,1,0,0,0,1,1,0,2,1
93,32,2,6,1,0,0,0,1,9,0,12,1
22,7,1,0,0,0,0,0,1,0,0,4,1
194,31,5,4,1,0,0,0,1,3,0,6,1
175,15,2,1,1,0,0,0,1,0,0,6,1
34,25,2,1,1,0,0,0,1,0,0,4,1
27,6,1,0,0,0,0,0,1,0,0,3,1
22,7,1,0,0,0,0,0,1,0,0,4,1
21,6,1,1,0,0,0,0,1,0,0,3,1
17,0,1,0,0,0,0,0,0,0,0,13,0
175,15,2,3,1,0,0,0,1,0,0,6,1
59,21,2,1,1,0,0,0,1,0,0,7,1
33,25,2,0,1,0,0,0,0,12,0,13,1
22,6,1,0,0,0,0,0,1,0,0,3,1
21,6,1,1,0,0,0,0,1,0,0,3,1
83,74,3,0,2,0,0,0,1,0,0,4,1
22,7,1,0,0,0,0,0,1,0,0,4,1
22,7,1,0,0,0,0,0,1,0,0,4,1
19,0,1,0,0,0,0,0,0,0,0,15,0
37,30,2,1,1,0,0,0,0,9,0,9,1
21,6,1,1,0,0,0,0,1,0,0,3,1
23,8,2,0,1,0,0,0,1,0,0,3,1
51,21,3,0,2,0,0,0,1,0,0,5,1
47,38,2,2,1,0,0,0,1,0,0,5,1
13,0,1,0,0,0,0,0,0,0,0,9,0
30,21,2,0,1,0,0,0,1,0,0,4,1
43,34,2,0,1,0,0,0,1,0,0,11,1
62,43,3,1,1,0,0,0,1,1,0,2,1
21,12,2,1,0,0,0,0,1,0,0,5,1
175,15,2,1,1,0,0,0,1,0,0,6,1
21,6,1,1,0,0,0,0,1,0,0,3,1
6,0,1,0,0,0,0,0,0,0,0,3,0
16,0,1,0,0,0,0,0,0,0,0,12,0
58,38,2,1,1,0,0,0,1,0,0,12,1
38,24,2,1,1,0,0,0,1,0,0,9,1
83,74,3,0,2,0,0,0,1,0,0,4,1
75,24,2,1,1,0,0,0,1,0,0,16,1
40,31,2,0,1,0,0,0,1,0,0,11,1
50,41,2,0,1,0,0,0,1,0,0,6,1
87,43,3,1,1,0,0,0,1,1,0,2,1
21,6,1,1,0,0,0,0,1,0,0,3,1
35,23,2,0,1,0,0,0,1,0,1,7,1
13,0,1,0,0,0,0,0,0,0,0,9,0
32,23,2,1,1,0,0,0,1,0,0,6,1
39,30,2,0,1,0,0,0,1,0,0,11,1
175,15,2,3,1,0,0,0,1,0,0,6,1
22,7,1,0,0,0,0,0,1,0,0,4,1
1039,28,5,31,3,0,0,0,1,0,0,8,1
45,31,2,2,1,0,0,0,1,0,0,9,1
51,21,3,0,2,0,0,0,1,0,0,5,1
61,41,5,3,3,0,0,0,1,0,0,9,1
74,16,2,4,1,0,0,0,1,0,0,6,1
51,22,2,0,0,0,1,0,1,0,0,18,1
35,14,3,1,1,0,0,0,1,0,0,6,1
65,43,3,1,1,0,0,0,1,1,0,2,1
32,15,2,0,1,0,0,0,1,0,0,7,1
31,22,2,0,1,0,0,0,1,0,0,6,1
77,68,3,6,2,0,0,0,1,0,0,6,1
8,0,1,0,0,0,0,0,0,0,0,4,0
31,22,2,0,1,0,0,0,1,0,0,6,1
35,16,2,1,1,0,0,0,1,0,0,3,1
14,0,1,0,0,0,0,0,0,0,0,10,0
22,7,1,0,0,0,0,0,1,0,0,4,1
11,0,1,0,0,0,0,0,0,0,0,7,0
76,25,2,1,1,0,0,0,1,0,0,16,1
21,6,1,1,0,0,0,0,1,0,0,3,1
41,24,2,1,1,0,0,0,1,0,0,9,1
175,15,2,5,1,0,0,0,1,0,0,6,1
175,15,2,3,1,0,0,0,1,0,0,6,1
119,23,2,1,1,0,0,0,1,0,0,11,1
29,20,2,0,1,0,0,0,1,0,0,5,1
35,26,2,2,1,0,0,0,1,0,0,6,1
61,23,4,0,1,0,0,0,0,0,0,6,1
37,6,1,0,0,0,0,0,1,0,0,3,1
46,32,2,2,1,0,0,0,1,0,0,9,1
27,18,2,1,1,0,0,0,1,0,0,3,1
60,28,3,1,2,0,0,0,1,0,0,7,1
22,7,1,0,0,0,0,0,1,0,0,4,1
60,28,3,1,2,0,0,0,1,0,0,7,1
40,16,2,0,1,0,0,0,1,0,0,7,1
104,34,2,6,1,0,0,0,1,4,0,14,1
132,16,3,0,1,0,0,0,1,0,0,6,1
12,0,1,0,0,0,0,0,0,0,0,8,0
41,32,2,2,1,0,0,0,1,0,0,11,1
29,17,2,0,1,0,0,0,1,0,0,9,1
175,15,2,1,1,0,0,0,1,0,0,6,1
66,23,2,5,1,0,0,0,1,0,0,5,1
38,31,2,1,1,0,0,0,0,0,0,12,1
22,6,1,0,0,0,0,0,1,0,0,3,1
33,24,2,1,1,0,0,0,1,0,0,6,1
6,0,1,0,0,0,0,0,0,0,0,3,0
51,21,3,0,2,0,0,0,1,0,0,5,1
33,24,2,1,1,0,0,0,1,0,0,5,1
25,18,1,1,0,0,0,0,0,0,0,15,1
21,6,1,1,0,0,0,0,1,0,0,3,1
51,35,2,3,1,0,0,0,1,0,0,6,1
19,5,1,0,0,0,0,0,1,0,0,2,1
22,6,1,0,0,0,0,0,1,0,0,3,1
12,0,1,0,0,0,0,0,0,0,0,8,0
175,15,2,4,1,0,0,0,1,0,0,6,1
12,0,1,0,0,0,0,0,0,0,0,7,0
52,18,2,0,1,0,0,0,1,0,0,7,1
32,25,2,0,1,0,0,0,0,5,0,5,1
22,7,1,0,0,0,0,0,1,0,0,4,1
63,43,3,1,1,0,0,0,1,1,0,2,1
42,28,2,2,1,0,0,0,1,0,0,9,1
